Dataset;ContrACII;HVACII;GDACII;ContrAC;HVAC;GDAC;ContrA;HVA;GDA;ContrI;HVI;GDI;Contr;HV;GD
6;0.3581;0.5437;0;0.2676;0.543;0;0.2841;0.5432;0.0001;0.0554;0.53;0.0008;0.0346;0.5289;0.0008
6;0.3518;0.5429;0;0.3054;0.5397;0.0001;0.2572;0.5427;0;0.0445;0.5286;0.001;0.0409;0.5244;0.001
6;0.3291;0.5404;0;0.2739;0.5355;0.0002;0.312;0.5406;0;0.052;0.5246;0.0008;0.0327;0.5239;0.0009
6;0.3848;0.5402;0;0.246;0.5363;0.0002;0.2797;0.5392;0.0001;0.0516;0.5268;0.0011;0.0377;0.522;0.0011
6;0.368;0.5406;0;0.262;0.5389;0.0001;0.2882;0.5405;0;0.0545;0.5277;0.0007;0.027;0.5226;0.0011
6;0.3483;0.5396;0;0.2851;0.5384;0.0002;0.2666;0.5392;0.0001;0.0533;0.5259;0.0008;0.0464;0.5231;0.0009
6;0.3465;0.5402;0;0.2676;0.5365;0.0002;0.3213;0.5403;0;0.0482;0.5273;0.0008;0.0162;0.5232;0.0009
6;0.3404;0.5393;0;0.2762;0.5366;0.0002;0.2801;0.5389;0;0.0572;0.5283;0.0007;0.0458;0.5229;0.0007
6;0.3279;0.5421;0;0.2817;0.5401;0.0002;0.3066;0.5423;0;0.044;0.5289;0.001;0.0396;0.5266;0.0007
6;0.5324;0.5401;0;0;0.4888;0.0033;0.3703;0.5397;0;0.0585;0.5259;0.001;0.0386;0.5234;0.0011
6;0.3337;0.5416;0;0.3288;0.5401;0.0001;0.2908;0.5415;0;0.0465;0.5278;0.0012;0;0.523;0.001
6;0.3171;0.5408;0;0.3302;0.5386;0.0003;0.2569;0.5401;0;0.0488;0.5278;0.0006;0.0466;0.524;0.0008
6;0.3243;0.5406;0;0.2798;0.5373;0.0001;0.3069;0.5408;0;0.0448;0.5269;0.0008;0.0439;0.5218;0.0011
6;0.343;0.5402;0;0.3313;0.538;0.0003;0.2535;0.54;0;0.0395;0.5263;0.0008;0.0323;0.5209;0.0009
7;0.2368;0.5324;0.0069;0.1695;0.5305;0.0072;0.5935;0.5207;0.0048;0;0.4815;0.0087;0;0.467;0.0086
7;0.2744;0.5276;0.007;0.1388;0.5247;0.0071;0.5867;0.5255;0.0036;0;0.4813;0.0083;0;0.4638;0.0094
7;0.1347;0.5287;0.0073;0.1287;0.5293;0.007;0.7365;0.5335;0.0039;0;0.4808;0.0089;0;0.4631;0.0088
7;0.2289;0.5274;0.0071;0.1362;0.5261;0.0069;0.6347;0.5264;0.0044;0;0.4785;0.0086;0;0.4689;0.0094
7;0.099;0.5269;0.0074;0.3033;0.5317;0.0072;0.5975;0.5258;0.0051;0;0.478;0.0085;0;0.4622;0.0102
7;0.1639;0.526;0.007;0.2786;0.527;0.0069;0.5573;0.5189;0.0039;0;0.4768;0.0092;0;0.4686;0.0098
7;0.4146;0.5308;0.0071;0.0419;0.5208;0.0074;0.5433;0.5255;0.0041;0;0.4771;0.0096;0;0.4636;0.0094
7;0.2317;0.5274;0.0069;0.2412;0.5281;0.0068;0.5269;0.5147;0.0045;0;0.4819;0.0092;0;0.4678;0.0096
7;0.154;0.529;0.0073;0.2477;0.53;0.0074;0.5981;0.5268;0.0046;0;0.4778;0.0089;0;0.4679;0.0103
7;0.1368;0.5272;0.0075;0.2234;0.5303;0.0071;0.6396;0.5206;0.005;0;0.4798;0.0089;0;0.4623;0.009
7;0.415;0.5276;0.0071;0.0668;0.5206;0.0075;0.5181;0.523;0.004;0;0.471;0.0085;0;0.4611;0.0101
7;0.195;0.5226;0.0071;0.1981;0.5228;0.007;0.6068;0.5225;0.0046;0;0.4762;0.0089;0;0.4603;0.0092
7;0.2383;0.5336;0.007;0.195;0.5337;0.0073;0.5665;0.5242;0.0046;0;0.4837;0.0088;0;0.4711;0.0095
7;0.3036;0.529;0.0066;0.1073;0.5238;0.007;0.5889;0.5222;0.0036;0;0.4783;0.0087;0;0.4626;0.0087
7;0.1641;0.5239;0.0074;0.2553;0.5252;0.0069;0.5805;0.5192;0.0039;0;0.4726;0.009;0;0.4648;0.0096
7;0.1977;0.5319;0.0072;0.0802;0.5289;0.0066;0.722;0.5259;0.004;0;0.483;0.0084;0;0.4724;0.0104
7;0.1302;0.53;0.0073;0.1465;0.5302;0.0071;0.7231;0.5346;0.0037;0;0.484;0.0092;0;0.4679;0.0092
7;0.2557;0.529;0.0066;0.0316;0.5218;0.0073;0.7126;0.5276;0.0033;0;0.4797;0.0098;0;0.469;0.0101
7;0.6727;0.5414;0.0064;0.0242;0.5293;0.0072;0.303;0.5278;0.0044;0;0.4817;0.0087;0;0.4688;0.0086
7;0.171;0.5279;0.0065;0.1563;0.5251;0.0069;0.6725;0.5262;0.0041;0;0.482;0.009;0;0.4679;0.0094
7;0.1616;0.5265;0.0071;0.3473;0.5298;0.0071;0.491;0.521;0.0049;0;0.4782;0.0097;0;0.466;0.0091
7;0.15;0.5321;0.0073;0.0968;0.5283;0.0061;0.7531;0.5343;0.0033;0;0.4808;0.0087;0;0.4685;0.0088
7;0.1614;0.5249;0.0071;0.1677;0.5241;0.0072;0.6677;0.5272;0.0051;0.0031;0.481;0.009;0;0.4673;0.01
7;0.159;0.5244;0.0072;0.1804;0.5247;0.0073;0.6605;0.5111;0.0046;0;0.4765;0.0092;0;0.4654;0.0091
7;0.0857;0.5258;0.0073;0.1686;0.5278;0.0069;0.7455;0.5314;0.0042;0;0.4795;0.0083;0;0.4622;0.009
7;0.189;0.5239;0.0071;0.1493;0.5225;0.0072;0.6615;0.5224;0.0041;0;0.4751;0.009;0;0.4628;0.0093
7;0.27;0.5303;0.0072;0;0.438;0.0117;0.7299;0.5283;0.0038;0;0.4821;0.009;0;0.4668;0.0097
7;0.2086;0.5227;0.0069;0.0811;0.52;0.0072;0.7101;0.5225;0.0046;0;0.4758;0.0087;0;0.4602;0.0089
7;0.1766;0.5326;0.0071;0.1586;0.5323;0.0069;0.6646;0.5316;0.0035;0;0.4843;0.0084;0;0.4731;0.0101
7;0.0687;0.5188;0.0068;0.2177;0.5229;0.006;0.7134;0.5207;0.0036;0;0.4735;0.0089;0;0.4595;0.009
