Dataset;ContrACII;HVACII;GDACII;ContrAC;HVAC;GDAC;ContrA;HVA;GDA;ContrI;HVI;GDI;Contr;HV;GD
6;0.3379;0.5397;0.0001;0.329;0.5384;0.0002;0.3108;0.5394;0.0001;0.0212;0.5221;0.0022;0.0008;0.5153;0.0022
6;0.3871;0.5393;0.0001;0.3235;0.5371;0.0003;0.2522;0.5347;0.0005;0.0189;0.5212;0.0024;0.018;0.5193;0.0022
6;0.3536;0.5416;0.0001;0.2967;0.5395;0.0003;0.3049;0.5409;0.0002;0.0293;0.5233;0.0022;0.0152;0.5209;0.0022
6;0.3237;0.5401;0.0001;0.3063;0.5396;0.0001;0.3326;0.5402;0.0001;0.021;0.523;0.0021;0.0162;0.5199;0.0021
6;0.3576;0.5401;0.0001;0.3106;0.5395;0.0001;0.2912;0.5393;0.0001;0.0272;0.5218;0.0019;0.0132;0.5184;0.0022
6;0.3354;0.5398;0.0001;0.2993;0.5395;0.0001;0.3164;0.5382;0.0002;0.0211;0.5209;0.0023;0.0276;0.5195;0.0022
6;0.3754;0.5423;0.0001;0.3322;0.5403;0.0003;0.2669;0.5407;0.0002;0.0053;0.5209;0.0025;0.02;0.5228;0.0022
6;0.3499;0.5402;0.0001;0.3021;0.5394;0.0001;0.3069;0.5396;0.0001;0.0289;0.5231;0.0023;0.012;0.5202;0.0023
6;0.3341;0.5405;0.0001;0.2953;0.5369;0.0004;0.3277;0.5398;0.0001;0.0307;0.5225;0.0023;0.0119;0.5185;0.0022
6;0.3147;0.5396;0.0001;0.3177;0.5389;0.0002;0.3334;0.5389;0.0002;0.0323;0.5209;0.002;0.0017;0.5119;0.0024
6;0.3449;0.5405;0.0001;0.2973;0.5385;0.0002;0.3151;0.5393;0.0002;0.0343;0.5215;0.0023;0.0082;0.519;0.0022
7;0.344;0.5221;0.0038;0.3763;0.5223;0.0041;0.2795;0.5023;0.0027;0;0.4733;0.0076;0;0.4517;0.0086
7;0.7365;0.534;0.0032;0.0779;0.5234;0.0039;0.1854;0.504;0.0031;0;0.4711;0.0084;0;0.4549;0.0083
7;0.7357;0.5353;0.003;0.1036;0.5268;0.0039;0.1606;0.5021;0.0031;0;0.4741;0.0086;0;0.461;0.0086
7;0.8617;0.5318;0.0033;0.0677;0.5207;0.0042;0.0704;0.5043;0.0034;0;0.4702;0.0087;0;0.4557;0.0088
7;0.7526;0.5321;0.0035;0.1196;0.5255;0.0039;0.1276;0.5099;0.0034;0;0.4716;0.0088;0;0.4546;0.0091
7;0.6929;0.527;0.0031;0.1492;0.5205;0.0039;0.1577;0.4943;0.0034;0;0.4666;0.0086;0;0.4489;0.0093
7;0.7706;0.5355;0.0037;0.1284;0.5279;0.0043;0.1009;0.5056;0.0029;0;0.4718;0.0082;0;0.4615;0.0086
7;0.5701;0.5301;0.0035;0.2;0.5243;0.0042;0.2298;0.5023;0.0033;0;0.469;0.0076;0;0.4564;0.0091
7;0.826;0.5392;0.0032;0.0407;0.5251;0.0045;0.1331;0.5048;0.003;0;0.476;0.008;0;0.465;0.009
7;0.7142;0.532;0.0035;0.0375;0.5203;0.004;0.2481;0.4996;0.0029;0;0.473;0.0086;0;0.4583;0.0082
7;0.9098;0.5342;0.0032;0;0.4281;0.0111;0.0901;0.5077;0.0028;0;0.4676;0.0081;0;0.452;0.0088
7;0.7725;0.5307;0.0031;0.0845;0.5226;0.0037;0.1428;0.5042;0.0031;0;0.4699;0.0087;0;0.4527;0.0086
7;0.7234;0.5315;0.0032;0.1063;0.521;0.0041;0.1702;0.505;0.0028;0;0.4661;0.0082;0;0.4521;0.0086
7;0.7908;0.5363;0.0035;0.0268;0.5214;0.0039;0.1823;0.5052;0.0034;0;0.4717;0.0085;0;0.4573;0.0087
7;0.7967;0.535;0.0031;0.0189;0.5205;0.0043;0.1842;0.501;0.003;0;0.4699;0.0087;0;0.4537;0.0084
7;0.7441;0.5363;0.0034;0.1104;0.529;0.0043;0.1453;0.5029;0.0031;0;0.4761;0.0081;0;0.4591;0.0089
7;0.3887;0.5272;0.0035;0.2491;0.5259;0.0042;0.3621;0.4924;0.0033;0;0.4715;0.0084;0;0.4527;0.0084
7;0.7487;0.5356;0.0034;0.0577;0.5243;0.004;0.1934;0.5084;0.0029;0;0.4726;0.0079;0;0.4619;0.0095
7;0.7668;0.5344;0.0033;0.0595;0.5236;0.0039;0.1735;0.5128;0.0027;0;0.4709;0.0085;0;0.4569;0.009
7;0.767;0.5345;0.0032;0.1308;0.5234;0.0038;0.102;0.5066;0.0025;0;0.4721;0.0084;0;0.459;0.0085
7;0.1167;0.518;0.0034;0.6605;0.5265;0.0038;0.2226;0.504;0.0026;0;0.47;0.0083;0;0.455;0.0086
7;0.7692;0.5335;0.0034;0.1858;0.5241;0.0041;0.0448;0.5108;0.0027;0;0.4667;0.0089;0;0.4489;0.0087
7;0.715;0.5349;0.0032;0.0636;0.5234;0.0039;0.2213;0.5202;0.0028;0;0.4729;0.0087;0;0.4621;0.0091
7;0.7924;0.5375;0.0032;0;0.427;0.0119;0.2075;0.5228;0.0025;0;0.471;0.0081;0;0.464;0.0087
7;0.6497;0.5349;0.003;0.0748;0.5259;0.0038;0.2754;0.4987;0.0028;0;0.4679;0.0089;0;0.4536;0.0089
7;0.5989;0.5285;0.0031;0.1928;0.5215;0.0038;0.2082;0.4992;0.0028;0;0.4678;0.0087;0;0.4536;0.009
7;0.7101;0.5301;0.003;0.1143;0.521;0.0041;0.1755;0.5069;0.0029;0;0.4663;0.0083;0;0.453;0.0091
7;0.6893;0.53;0.0033;0.1745;0.5247;0.004;0.136;0.5048;0.0028;0;0.4698;0.008;0;0.4552;0.0079
7;0.7965;0.5327;0.0031;0.0988;0.5217;0.0041;0.1046;0.5045;0.0028;0;0.4668;0.0088;0;0.4559;0.0088
7;0.7813;0.5337;0.0031;0.0453;0.5207;0.0041;0.1733;0.5034;0.0032;0;0.4687;0.0092;0;0.4486;0.0087
