Dataset;ContrACII;HVACII;GDACII;ContrAC;HVAC;GDAC;ContrA;HVA;GDA;ContrI;HVI;GDI;Contr;HV;GD
6;0.4424;0.5402;0.0009;0.3663;0.5392;0.001;0.1454;0.5354;0.001;0.0457;0.5199;0.0016;0;0.5118;0.0018
6;0.3715;0.5405;0.0009;0.3228;0.5393;0.0009;0.2879;0.538;0.0012;0.0171;0.5178;0.0017;0.0004;0.5131;0.0017
6;0.4003;0.5404;0.0009;0.3665;0.5395;0.0011;0.2074;0.5367;0.0012;0.0256;0.5186;0.0015;0;0.5142;0.0016
6;0.4253;0.5412;0.0009;0.3915;0.5401;0.001;0.1562;0.5371;0.0005;0.0268;0.5202;0.0016;0;0.5132;0.0016
6;0.4216;0.5402;0.0008;0.3901;0.54;0.0009;0.174;0.5355;0.0009;0.0104;0.52;0.0016;0.0036;0.5152;0.0016
6;0.4267;0.5397;0.0009;0.3653;0.5385;0.001;0.2058;0.5347;0.001;0.0015;0.5171;0.0018;0.0005;0.5128;0.0016
6;0.4098;0.5424;0.0008;0.3534;0.5417;0.001;0.2187;0.54;0.001;0.0179;0.5207;0.0016;0;0.5139;0.0016
6;0.4257;0.5399;0.0009;0.3276;0.5384;0.0011;0.2259;0.5379;0.001;0.0205;0.5171;0.0018;0;0.5111;0.0016
6;0.4582;0.5458;0.0008;0.368;0.5443;0.0009;0.1478;0.541;0.0009;0.024;0.524;0.0017;0.0016;0.5208;0.0017
6;0.4175;0.5391;0.0009;0.4265;0.5391;0.001;0.1425;0.5322;0.0012;0.0122;0.5177;0.0016;0.001;0.5136;0.0016
6;0.4178;0.5421;0.0009;0.3877;0.541;0.001;0.1819;0.5406;0.0008;0.0119;0.5198;0.0014;0.0005;0.5148;0.0017
6;0.4332;0.5434;0.0008;0.3527;0.5426;0.0009;0.1866;0.5385;0.0011;0.0273;0.5232;0.0017;0;0.5158;0.0017
6;0.3373;0.5406;0.0009;0.3884;0.5408;0.0008;0.2709;0.5397;0.0011;0.0032;0.5192;0.0017;0;0.5153;0.0016
6;0.4341;0.5419;0.0008;0.3692;0.5407;0.0011;0.1861;0.5372;0.0006;0.0094;0.5199;0.0015;0.001;0.5139;0.0016
6;0.4208;0.5415;0.0009;0.3462;0.5398;0.001;0.2099;0.5393;0.001;0.0229;0.5199;0.0017;0;0.5153;0.0017
6;0.399;0.5441;0.0009;0.4321;0.5433;0.001;0.1436;0.5408;0.0004;0.0245;0.5235;0.0017;0.0005;0.5192;0.0016
6;0.4055;0.5388;0.001;0.4186;0.5388;0.0011;0.1513;0.5356;0.0007;0.0221;0.518;0.0017;0.0022;0.5123;0.0016
6;0.3806;0.5457;0.0009;0.3751;0.5456;0.0008;0.2221;0.5448;0.0008;0.021;0.5269;0.0016;0.001;0.5196;0.0017
7;0.8769;0.5385;0.0027;0.0942;0.5313;0.002;0.0287;0.5128;0.0029;0;0.4746;0.0031;0;0.4592;0.0034
7;0.9343;0.5391;0.0029;0.0446;0.5286;0.0019;0.0209;0.5066;0.0032;0;0.4719;0.0033;0;0.4572;0.0036
7;0.9712;0.5366;0.0029;0.0287;0.5259;0.0019;0;0.5111;0.003;0;0.4665;0.0035;0;0.4534;0.0035
7;0.8894;0.5374;0.0024;0.0642;0.5292;0.0021;0.0462;0.5166;0.0024;0;0.4715;0.0032;0;0.4599;0.0036
7;0.8319;0.54;0.0028;0.168;0.5334;0.0019;0;0.5082;0.0028;0;0.478;0.0035;0;0.4611;0.0033
7;0.8054;0.5371;0.0027;0.1621;0.5313;0.0021;0.0324;0.5144;0.0026;0;0.4731;0.0035;0;0.4561;0.0037
7;0.7978;0.5335;0.0027;0.1051;0.5265;0.002;0.097;0.508;0.0029;0;0.4694;0.0034;0;0.4541;0.0033
7;0.866;0.5411;0.0026;0.0868;0.5341;0.0022;0.0471;0.5132;0.0024;0;0.477;0.003;0;0.4593;0.0036
7;0.8346;0.5345;0.0027;0.0906;0.5279;0.002;0.0746;0.5208;0.0028;0;0.4726;0.0034;0;0.4587;0.0037
7;0.8575;0.5389;0.0029;0.137;0.5331;0.002;0.0053;0.5067;0.003;0;0.4728;0.0031;0;0.4562;0.0038
7;0.7761;0.5373;0.0027;0.1467;0.532;0.002;0.0771;0.5084;0.0032;0;0.4713;0.0033;0;0.4577;0.0035
7;0.6666;0.5319;0.0021;0.271;0.5297;0.0019;0.0623;0.5121;0.0025;0;0.4716;0.0031;0;0.4586;0.0036
7;0.9109;0.5389;0.0027;0.0471;0.529;0.002;0.0418;0.5161;0.0025;0;0.4722;0.0032;0;0.4559;0.0034
7;0.8131;0.5345;0.0028;0.1157;0.5273;0.002;0.071;0.511;0.0031;0;0.4691;0.0034;0;0.4509;0.0035
7;0.8746;0.5371;0.0029;0.1002;0.5283;0.0021;0.025;0.5083;0.0026;0;0.4721;0.0034;0;0.4588;0.0038
7;0.927;0.5398;0.0028;0.0729;0.5317;0.002;0;0.5076;0.0027;0;0.4715;0.0033;0;0.461;0.0035
7;0.8696;0.5353;0.003;0.0877;0.5277;0.002;0.0425;0.5066;0.0029;0;0.4694;0.0032;0;0.4568;0.0034
7;0.794;0.5374;0.0027;0.1734;0.532;0.002;0.0325;0.5103;0.0024;0;0.4742;0.0031;0;0.455;0.0034
7;0.795;0.5398;0.0026;0.0625;0.5322;0.0019;0.1424;0.5236;0.0024;0;0.4751;0.0033;0;0.4574;0.0035
7;0.843;0.5391;0.0026;0.0632;0.531;0.0021;0.0936;0.5197;0.0027;0;0.4698;0.0032;0;0.4643;0.0034
7;0.6194;0.5337;0.003;0.2888;0.5317;0.0018;0.0916;0.5142;0.0025;0;0.4719;0.0032;0;0.4554;0.0036
7;0.8548;0.5401;0.0028;0.1263;0.5343;0.0018;0.0188;0.5208;0.0027;0;0.4763;0.0035;0;0.4617;0.0036
7;0.821;0.5396;0.0026;0.1526;0.5331;0.002;0.0263;0.5148;0.0033;0;0.4744;0.0034;0;0.466;0.0033
7;0.9589;0.5381;0.0028;0.0273;0.5269;0.002;0.0136;0.5031;0.0028;0;0.4704;0.0035;0;0.4589;0.0035
7;0.8096;0.5362;0.0026;0.1903;0.5314;0.002;0;0.5035;0.0028;0;0.4727;0.0034;0;0.4528;0.0034
7;0.7989;0.5372;0.0027;0.1323;0.5313;0.002;0.0687;0.5104;0.0029;0;0.4744;0.0034;0;0.4562;0.0035
7;0.8384;0.5386;0.0028;0.1076;0.5315;0.0018;0.0538;0.5091;0.0029;0;0.4761;0.0034;0;0.4591;0.0036
7;0.8356;0.5366;0.0028;0.0991;0.5295;0.0019;0.0651;0.5108;0.0029;0;0.473;0.0034;0;0.4567;0.0036
7;0.8567;0.5416;0.0028;0.0869;0.5338;0.002;0.0562;0.5187;0.0025;0;0.4765;0.0033;0;0.4594;0.0034
7;0.8631;0.5375;0.0026;0.1194;0.5302;0.0019;0.0174;0.5125;0.0027;0;0.4722;0.0035;0;0.4583;0.0034
